file,offset,japanese_text,english_text,confidence,source_section,priority,translation_status,translation_timestamp
romfs/fe/tuto_007.rtz,0x3BEC,"6600}ヴァンガード{$}で
アタック","6600} VANGUARD{$}
ア",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:04.012069
romfs/fe/tuto_007.rtz,0x3BEE,"600}ヴァンガード{$}で
アタックし","600} VANGUARD{$}
ア",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:04.253648
romfs/fe/tuto_007.rtz,0x3BF0,"00}ヴァンガード{$}で
アタックした","00} VANGUARD{$}
ATTACKED",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:04.480238
romfs/fe/tuto_007.rtz,0x3BF2,"0}ヴァンガード{$}で
アタックしたよ","0} VANGUARD{$}
ア",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:04.722093
romfs/fe/tuto_007.rtz,0x3BF4,"}ヴァンガード{$}で
アタックしたよね","}VANGUARD{$}
ア",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:04.964619
romfs/fe/tuto_007.rtz,0x4008,搰簰㸀渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタック,  APARTMENT APARTMENT   ATAC IN BOLIVIA,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:05.184550
romfs/fe/tuto_007.rtz,0x400A,簰㸀渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックし,  APARTMENT APARTMENT   TACKLE WITH BOLIVIA VANGUARD,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:05.400287
romfs/fe/tuto_007.rtz,0x400C,㸀渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした,  APARTMENT APARTMENT   TUCKED IN BOLIVIA VANGUARD,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:05.619507
romfs/fe/tuto_007.rtz,0x400E,渀쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<,  APARTMENT APARTMENT   ATTACKED BY KIRORO VANGUARD <,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:05.824877
romfs/fe/tuto_007.rtz,0x4010,쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|,  APARTMENT APARTMENT   ATAC IN BOLIVIA VANGUARD<|,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:06.034160
romfs/fe/tuto_007.rtz,0x4012,쬰쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時,  APARTMENT APARTMENT   ATAC IN BOLIVIA VANGUARD<|HOURS,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:06.262220
romfs/fe/tuto_007.rtz,0x4014,쌰젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|,  APARTMENT APARTMENT   ATTACHED BY KINKI CABLE VANGUARD <|HOURS|,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:06.490642
romfs/fe/tuto_007.rtz,0x4016,젰䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|と,  APARTMENT APARTMENT   ATTACHED BY KINKI ヴァン VANGUARD < _ H,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:06.721113
romfs/fe/tuto_007.rtz,0x4018,䰰笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|とき,  APARTMENT APARTMENT   ATTACHED BY KINKI ヴァン VANGUARD < _ TIME _ TIME,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:06.959451
romfs/fe/tuto_007.rtz,0x401A,笰␀㌀㌀㘀㘀　　紀ꈀ뼰쌰꼰夰謰㰰簀䈀籦栀䴰簰㸀笀␀紀Āꌰ芩㶰ヴァンガードでアタックした<|時|とき|,  APARTMENT APARTMENT   ATTACHED BY KINKI ヴァン VANGUARD < _ TIME _ TIME _,0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:07.196834
romfs/script/FEV_G_S_03.rtz,0x587A,"⹤整鷲ࢡ獢摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガード","  م م م م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م   م  
",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:07.750967
romfs/script/FEV_G_S_03.rtz,0x587C,"整鷲ࢡ獢摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードし","م م م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯              
GUARD",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:08.302223
romfs/script/FEV_G_S_03.rtz,0x587E,"鷲ࢡ獢摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした","    م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:09.049932
romfs/script/FEV_G_S_03.rtz,0x5880,"鷲ࢡ獢摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<","    م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED <",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:09.641551
romfs/script/FEV_G_S_03.rtz,0x5882,"ࢡ獢摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|","    م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED<|",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:10.244458
romfs/script/FEV_G_S_03.rtz,0x5884,"獢摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場","    م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED < _ PLACE",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:10.876688
romfs/script/FEV_G_S_03.rtz,0x5886,"摟浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合","    م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED <_CASE",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:11.645219
romfs/script/FEV_G_S_03.rtz,0x5888,"浵祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|","    م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED < _ CASE _",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:12.315355
romfs/script/FEV_G_S_03.rtz,0x588A,"祭ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ば","  م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯
GUARDED < _ CASE _ BAR",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:12.922328
romfs/script/FEV_G_S_03.rtz,0x588C,"ꋝꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあ","    م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م م م م م م 戯 戯 戯 戯 戯 م م 戯 م
GUARDED <|CASE|BAH",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:13.825721
romfs/script/FEV_G_S_03.rtz,0x588E,"ꏥ㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい","    م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م م م م م م 戯 戯 戯 戯 戯 م م 戯 م
GUARDED <|CASE|BAI",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:14.483939
romfs/script/FEV_G_S_03.rtz,0x5890,"㨋癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|","    م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م م م م م م 戯 戯 戯 戯 戯 م م 戯 م
GUARDED <|CASE|BAI|",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:15.215148
romfs/script/FEV_G_S_03.rtz,0x5892,"癥湥⽴档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>","    م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م م م م م م 戯 戯 戯 戯 戯 م م 戯 م
GUARDED<|場合|ばあい|>",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:15.864321
romfs/script/FEV_G_S_03.rtz,0x5898,"档⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:16.662648
romfs/script/FEV_G_S_03.rtz,0x589A,"⽲歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|失","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _ LOST",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:17.445288
romfs/script/FEV_G_S_03.rtz,0x589C,"歲녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|失敗","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _ FAILED",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:18.240582
romfs/script/FEV_G_S_03.rtz,0x589E,"녟戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|失敗|","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _ FAILED _",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:18.964133
romfs/script/FEV_G_S_03.rtz,0x58A0,"戌彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|失敗|し","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _ FAILED _",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:19.664888
romfs/script/FEV_G_S_03.rtz,0x58A2,"彳畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|失敗|しっ","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _ FAILED _ しっ",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:20.400151
romfs/script/FEV_G_S_03.rtz,0x58A4,"畤浭役摡੤鿪޹江慯敤ﱲ⋲૊攺敶瑮戯⽧歏쪓┄㈰앤솴◪昺杩瑨戯汴獟慴瑲戯彳慦散╟㐰彤摡⹤整顸Ӻ慦散ᨠ国㸄アタックされたパワーと<|同|おな|>じパワーで
ガードした<|場合|ばあい|>は<|失敗|しっぱ","  م م م م م م 戯 戯 戯 戯 戯 戯 戯 戯 戯 م م م م م م م م م م م م م م م م 戯 戯 م 戯 戯 م 戯 戯 戯 戯 戯 戯 م م       م م
GUARDED<|場合|ばあい|> < _ FAILED _ SHIKO",0.85,file_end,HIGH,COMPLETED,2025-07-30T17:03:21.191784
romfs/fe/tuto_007.rtz,0x3B3A,䘰到䴰簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード,"THE MOST RECENT İ  APARTMENT APARTMENTアパート KIم م    紀  ゚, BUT<|今回|こんかい|> YOU{$336600} VANGUARD",0.80,file_end,HIGH,COMPLETED,2025-07-30T17:03:21.511852
romfs/fe/tuto_007.rtz,0x3B3C,到䴰簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{,"İ  APARTMENTアパート 紀مم 紀 APARTMENT  紀 紀褀谰謰渰Ȱ鼰゚, BUT<|今回|こんかい|>YOU{$336600}VANGUARD{",0.80,file_end,HIGH,COMPLETED,2025-07-30T17:03:21.863044
romfs/fe/tuto_007.rtz,0x3B3E,䴰簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$,"İ İ  APARTMENTアパート 紀مم      紀  ゚, BUT<|今回|こんかい|> YOU{$336600} VANGUARD{$",0.80,file_end,HIGH,COMPLETED,2025-07-30T17:03:22.218584
romfs/fe/tuto_007.rtz,0x3B40,簰㸀最İ㰰簀䭶籢䈀䐰昰簰㸀欀笰␀㌀㌀㘀㘀　　紀ሀ샿ﰰ렰鈰笰␀紀਀笀␀㌀㌀㘀㘀　　紀㰀簀฀籎䈀弰簰㸀䠀笰␀紀褀谰謰渰Ȱ鼰゚だけど、<|今回|こんかい|>あなたは{$336600}ヴァンガード{$},"İ İ  APARTMENTアパート 紀مم      紀  ゚, BUT<|今回|こんかい|>YOU{$336600}VANGUARD{$}",0.80,file_end,HIGH,COMPLETED,2025-07-30T17:03:22.579186
